CHILDID,DOBMM,DOBDD,DOBYY,GENDER,RACE,R1_KAGE,C1R4RSCL,C1R4MSCL,C5R4RSCL,C5R4MSCL,P1HMAFB,WKSESL,P1WICMOM,P1WICCHD
0253009C,6,23,1993,1,8,65.97,31.58,23.4,89.51,69.15,20,-0.85,2,1
0253010C,10,16,1992,2,2,74.3,34.27,27.86,NA,NA,18,-0.37,1,1
0253011C,7,30,1993,1,1,64.73,31.95,19.42,NA,NA,19,-0.56,2,2
0253012C,11,30,1991,1,2,-9.0,NA,NA,NA,NA,-9,0.64,-9,-9
0253013C,11,20,1992,1,8,73.13,31.82,19.57,126.69,102.52,NA,NA,NA,NA
0253014C,8,6,1993,1,1,64.5,34.91,24.16,NA,NA,23,0.02,1,1
0253015C,5,22,1993,1,4,67.07,25.33,19.22,NA,NA,20,-0.73,1,1
0253016C,1,24,1993,2,1,70.97,53.74,38.6,NA,NA,25,-0.42,2,1
0253017C,1,25,1993,2,1,-9.0,NA,NA,51.69,43.77,21,-0.24,-8,-8
0253018C,3,31,1993,1,2,68.77,25.36,13.24,121.92,64.44,22,-0.21,1,1
0253019C,2,3,1993,1,2,70.63,25.26,12.64,105.18,63.69,18,-1.22,1,1
0253020C,9,5,1993,2,2,63.5,24.16,17.21,129.65,88.76,19,-0.74,1,1
0253021C,4,14,1993,2,2,68.3,33.05,28.59,NA,NA,22,-0.41,1,1
0253022C,6,19,1992,2,1,78.3,43.64,22.04,NA,NA,19,-0.77,1,1
0253023C,6,5,1992,2,1,78.73,47.51,36.06,129.72,80.42,16,-0.63,1,1
0253024C,12,30,1991,1,2,79.0,34.53,19.29,NA,NA,17,-0.68,1,1
0255001C,2,23,1993,1,4,69.5,30.94,20.41,110.74,63.85,16,-0.16,1,1
0255002C,10,9,1992,1,4,74.1,42.66,22.8,NA,NA,15,-1.36,2,2
0255003C,11,23,1992,2,1,72.57,38.89,23.06,NA,NA,19,-0.1,1,1
0255004C,7,12,1993,2,4,64.87,40.99,29.7,126.05,88.2,21,-0.21,1,1
0255005C,10,2,1992,2,2,79.0,30.58,18.82,87.09,76.63,-1,-1.14,-1,1
0255006C,3,1,1993,1,2,69.3,23.42,12.82,96.2,48.17,NA,-0.3,NA,NA
0255007C,9,21,1993,1,3,62.5,26.21,14.51,NA,NA,23,0.03,1,1
0255009C,5,10,1993,2,2,66.97,31.77,17.91,96.84,54.68,25,-0.59,2,1
0255010C,8,4,1993,1,4,64.1,25.62,18.75,78.29,103.22,16,-0.96,1,1
0255011C,2,10,1993,2,1,69.93,32.04,18.87,111.11,88.75,19,-0.63,2,2
0255012C,2,3,1993,1,4,70.17,29.54,19.71,106.88,87.58,19,-0.31,1,1
0255013C,3,8,1993,2,4,69.1,25.32,15.51,NA,NA,15,-0.45,1,1
0255015C,6,11,1993,2,4,65.93,23.79,18.32,NA,NA,15,-0.56,1,1
0255016C,6,12,1993,2,3,65.9,26.77,12.04,103.96,59.24,22,-0.15,2,1
0255017C,12,14,1993,2,4,60.47,28.53,21.79,NA,NA,NA,NA,NA,NA
0255018C,9,21,1993,1,2,62.5,37.53,17.91,NA,NA,-1,-1.04,-1,-8
0255019C,5,19,1993,1,4,66.67,28.31,18.47,161.78,110.58,19,-0.39,1,2
0255020C,6,6,1992,1,2,78.23,43.14,33.7,NA,NA,-1,-0.31,-8,-8
0255021C,5,14,1992,2,2,79.0,30.35,16.75,NA,NA,NA,NA,NA,NA
0255022C,12,15,1992,2,4,71.87,23.93,18.34,105.7,63.49,-1,-0.28,-8,1
0255023C,6,10,1993,2,1,65.93,38.93,18.26,146.85,85.99,23,0.74,2,1
0255024C,11,4,1992,2,1,73.2,34.06,28.19,NA,NA,18,-0.71,1,1
0256001C,5,19,1993,2,1,66.9,37.68,21.04,121.79,62.57,24,0.29,2,2
0256002C,11,19,1992,1,4,72.93,47.43,37.18,166.45,131.6,19,-0.45,1,1
0256003C,1,7,1993,1,1,71.3,31.18,20.55,NA,NA,26,-0.04,1,1
0256004C,4,11,1993,1,3,68.17,24.14,20.6,116.29,103.76,19,-0.07,1,1
0256005C,7,18,1993,2,1,64.9,31.39,18.71,141.03,75.71,26,-0.21,2,2
0256006C,12,20,1992,1,1,71.9,35.89,29.23,125.41,106.75,15,-0.38,2,2
0256007C,4,7,1993,2,1,68.87,31.85,21.54,107.4,82.6,21,-0.04,1,1
0256008C,8,30,1992,1,4,75.67,28.51,29.02,144.39,111.89,25,0.15,2,2
0256009C,3,13,1993,1,4,69.13,63.58,35.67,152.15,102.19,18,0.73,2,2
0256010C,1,29,1993,2,4,70.6,31.7,22.34,144.56,104.19,19,-0.03,2,2
0256011C,12,16,1992,1,4,72.07,31.88,24.12,125.26,104.64,25,0.21,2,2
0256013C,6,9,1993,2,1,66.23,28.75,23.69,105.74,70.59,25,0.37,2,2
0256014C,10,5,1992,2,1,74.43,76.93,41.58,NA,NA,25,1.0,2,2
0256015C,12,13,1992,2,1,72.13,26.62,19.71,104.35,70.35,34,-0.09,2,2
0256017C,11,21,1992,2,1,72.87,31.67,19.72,104.3,87.3,20,-0.27,2,2
0256018C,8,21,1993,2,1,63.8,34.27,27.17,128.29,122.78,29,-0.07,2,2
0256019C,1,12,1993,2,1,71.13,46.56,35.21,161.59,127.65,23,0.97,2,2
0256020C,4,10,1993,2,1,68.2,36.32,24.74,124.8,95.49,24,-0.29,2,2
0256021C,4,9,1993,1,1,68.27,29.08,19.8,106.48,102.43,23,-0.43,2,2
0256023C,5,27,1993,2,1,66.63,32.6,20.2,164.33,115.04,30,0.37,2,2
0256024C,4,18,1993,1,1,67.93,34.87,30.26,NA,NA,-9,-0.77,-9,-9
0257001C,4,16,1993,1,3,67.53,34.68,24.63,NA,NA,23,-0.03,2,2
0257002C,7,23,1993,2,1,64.27,41.44,28.23,NA,NA,16,0.12,2,2
0257003C,3,5,1993,2,1,68.93,37.92,25.51,148.4,116.75,31,0.08,2,2
0257004C,1,23,1993,1,1,70.3,37.73,30.49,148.7,104.38,25,2.19,2,2
0257005C,8,20,1993,1,8,63.33,30.59,21.41,150.02,114.9,20,0.0,2,2
0257006C,2,3,1993,2,1,69.93,39.99,30.95,129.6,89.06,26,0.33,2,2
0257007C,2,19,1993,2,1,69.4,34.96,35.33,NA,NA,25,0.87,2,2
0257008C,1,3,1993,2,1,70.97,35.19,33.34,125.91,74.19,38,-0.31,2,2
0257009C,8,19,1992,1,1,75.53,36.41,30.73,165.0,134.19,31,0.05,2,2
0257010C,11,26,1992,2,1,72.23,46.98,33.88,129.36,91.01,33,-0.18,2,2
0257011C,4,2,1993,2,4,68.03,44.21,32.34,147.85,103.64,24,-0.14,2,2
0257012C,12,9,1992,2,1,71.8,52.04,39.08,154.74,122.18,32,0.07,2,2
0257013C,12,18,1992,2,1,71.5,34.18,26.29,146.2,100.92,25,-0.47,2,2
0257014C,6,1,1993,1,1,66.0,35.63,32.79,126.31,103.65,28,-0.17,2,2
0257015C,12,30,1992,2,1,71.13,44.72,35.58,147.32,115.13,35,-0.2,2,2
0257016C,7,9,1992,2,1,76.93,43.57,39.45,NA,NA,25,0.21,2,2
0257017C,5,6,1993,2,1,66.9,30.06,26.13,NA,NA,21,0.29,1,1
0257018C,2,23,1993,1,1,69.3,90.18,61.01,173.56,125.49,33,0.23,1,2
0257019C,10,22,1992,2,1,73.43,42.77,39.41,NA,NA,26,0.87,2,2
0257020C,5,28,1993,1,1,66.17,39.81,29.52,NA,NA,31,-0.38,2,2
0257021C,4,23,1993,2,3,67.33,36.08,26.2,NA,NA,27,0.95,2,2
0257022C,11,4,1992,1,4,73.0,28.35,16.69,70.84,86.7,30,0.07,1,1
0257023C,10,17,1992,2,1,73.57,42.59,29.43,181.81,114.79,27,0.08,2,2
0257024C,3,21,1993,1,1,68.4,38.62,26.5,NA,NA,20,0.16,2,2
0258001C,3,17,1993,2,1,69.07,34.51,19.91,NA,NA,19,-0.44,1,1
0258002C,5,16,1993,1,1,67.07,31.24,17.28,105.82,60.73,26,-0.05,1,1
0258003C,12,20,1992,2,8,71.97,38.13,37.11,156.78,113.38,-1,0.36,2,2
0258004C,6,2,1993,2,1,66.5,35.32,32.83,NA,NA,19,0.54,2,2
0258005C,11,25,1992,2,2,72.8,27.84,28.91,161.6,104.59,31,-1.01,1,1
0258006C,1,12,1993,2,1,71.2,33.45,22.19,157.85,109.82,20,-0.15,1,2
0258007C,4,2,1993,2,1,68.53,31.4,24.51,NA,NA,26,-0.18,2,2
0258008C,10,27,1992,1,1,73.77,42.24,25.91,99.59,71.91,22,-0.48,1,1
0258009C,5,10,1993,1,1,67.27,33.82,29.01,127.01,115.54,16,-0.42,2,2
0258010C,1,18,1993,2,1,71.0,28.31,22.6,105.15,88.5,34,-0.16,1,1
0258011C,9,3,1993,2,1,63.47,31.14,21.77,129.71,103.53,33,-0.31,2,2
0258012C,3,4,1993,2,1,69.57,25.38,15.87,75.19,62.38,18,-0.31,1,2
0258013C,10,5,1992,1,1,74.5,27.24,20.76,NA,NA,19,-0.45,2,2
0258014C,12,18,1992,1,1,72.03,33.53,29.69,126.67,107.66,20,-0.02,1,1
0258015C,5,1,1993,1,4,67.57,31.93,30.57,134.02,103.39,30,0.35,2,2
0258016C,5,3,1993,2,1,67.5,49.95,34.87,177.06,129.8,23,0.03,2,2
0258017C,10,6,1992,1,1,74.47,51.35,30.93,168.5,129.76,20,-0.31,1,1
0258018C,11,12,1992,2,1,73.23,28.0,20.43,121.19,82.94,28,0.08,2,2
0258019C,10,5,1992,2,1,74.5,47.14,29.38,126.9,89.24,17,1.35,2,2
0258020C,5,10,1993,2,1,67.33,34.55,24.23,141.05,104.83,22,-0.06,2,2
0258021C,4,23,1993,2,1,67.83,36.47,31.89,149.08,100.7,19,-0.61,2,2
0258022C,5,26,1993,2,1,66.73,27.93,15.53,104.25,80.41,22,-0.21,2,2
0258023C,4,21,1993,1,1,67.9,42.98,35.65,NA,NA,24,-0.33,1,2
0258024C,9,25,1993,2,1,62.67,29.29,16.44,88.01,78.34,22,0.81,2,1
0259001C,6,11,1993,2,5,66.0,35.47,24.35,171.26,116.01,-1,0.97,-1,2
0259002C,2,22,1993,1,1,69.67,35.19,22.76,NA,NA,28,1.16,2,2
0259003C,11,26,1992,2,1,72.6,40.12,40.24,146.87,123.97,30,-0.28,2,2
0259004C,3,27,1993,2,1,68.57,32.01,27.06,129.61,116.29,-9,0.12,-9,-9
0259006C,5,21,1993,2,1,66.73,48.2,29.99,174.29,140.4,22,-0.31,2,2
0259007C,7,22,1993,2,1,64.67,27.64,23.2,89.66,76.91,20,-0.32,2,1
0259008C,5,30,1993,2,1,66.43,31.12,35.53,146.85,114.99,20,-0.24,2,2
0259009C,3,16,1993,2,1,69.57,35.04,30.66,169.13,118.73,24,0.49,2,2
0259010C,1,10,1993,2,1,71.1,41.14,30.67,124.73,108.91,NA,NA,NA,NA
0259011C,9,27,1992,2,1,74.6,26.97,20.09,162.89,124.2,21,-0.22,2,2
0259012C,9,3,1993,1,3,63.87,33.1,18.92,104.71,69.84,21,-0.62,1,1
0259013C,9,2,1992,1,2,75.4,36.66,22.38,NA,NA,-1,0.45,-1,1
0259014C,7,15,1993,1,1,65.13,31.58,20.5,120.87,103.24,23,-0.45,2,2
0259015C,8,11,1993,1,1,63.97,26.96,19.62,NA,NA,18,-0.54,2,1
0259017C,7,9,1992,1,1,77.23,31.44,19.17,NA,NA,20,0.28,2,2
0259018C,12,10,1992,2,1,72.1,39.2,34.4,160.73,105.85,21,0.37,1,1
0259019C,4,8,1993,1,1,68.13,33.87,25.45,139.27,102.99,25,1.91,2,2
0259020C,5,26,1993,2,1,66.53,30.06,22.96,NA,NA,39,-0.52,2,2
0259022C,1,9,1993,1,1,71.1,33.54,29.99,NA,NA,28,1.41,2,2
0259023C,1,15,1993,2,1,70.9,38.33,32.72,158.76,110.09,20,0.62,2,2
0259024C,3,23,1993,2,1,68.67,53.47,37.45,NA,NA,22,-0.5,1,1
0262001C,7,13,1992,1,1,76.53,35.28,21.75,124.96,91.1,25,-0.21,2,2
0262002C,3,24,1993,1,1,68.07,33.94,30.15,157.04,124.46,18,0.88,2,2
0262003C,8,3,1993,2,1,63.67,44.93,46.64,146.7,118.63,21,0.72,2,2
0262004C,5,2,1993,2,1,66.77,31.64,21.12,117.01,89.08,33,1.43,2,2
0262005C,3,31,1993,1,1,-9.0,NA,NA,NA,NA,24,-0.39,2,2
0262006C,9,10,1992,2,1,74.57,53.66,41.49,160.76,103.62,28,1.26,2,2
0262007C,2,27,1993,1,1,68.93,29.34,22.84,-9.0,62.36,-1,1.53,-1,1
0262008C,12,30,1992,2,1,70.9,32.73,33.16,126.93,95.61,26,0.42,2,2
0262009C,12,9,1992,2,1,72.73,46.82,53.24,164.88,131.86,-9,0.72,-9,-9
0262010C,11,7,1992,1,1,73.8,29.22,32.06,145.28,88.35,16,-0.83,1,1
0262011C,11,13,1992,1,1,72.43,45.38,30.71,127.43,109.62,28,0.37,2,2
0262012C,12,30,1992,1,1,70.87,43.78,38.06,164.78,144.52,19,1.01,2,2
0262013C,7,22,1992,2,1,76.23,32.44,24.83,121.13,78.44,27,0.24,2,2
0262014C,6,2,1993,2,1,65.73,34.81,21.46,163.05,89.26,23,-0.05,2,2
